Order_ID,Order_Date,Region,Country,City,Product_Category,Product_Name,Sales_Representative,Customer_Type,Quantity,Unit_Price,Sales_Amount,Cost_Amount,Profit
1440,2025-10-29,North,India,Delhi,Furniture,Office Chair,Priya Mehta,Retail,5,5000,25000,14861.5,10138.5
1441,2025-07-30,East,India,Bhubaneswar,Stationery,Printer Paper,Karan Patel,Corporate,157,300,47100,38341.32,8758.68
1442,2025-03-15,West,India,Pune,Electronics,Laptop,Amit Sharma,Corporate,6,55000,330000,208766.0,121234.0
1443,2025-09-01,East,India,Bhubaneswar,Furniture,Conference Table,Ananya Rao,Retail,8,40000,320000,180731.93,139268.07
1444,2025-05-24,East,India,Bhubaneswar,Stationery,Printer Paper,Priya Mehta,Retail,223,300,66900,42877.31,24022.69
1445,2025-06-14,South,India,Chennai,Electronics,Tablet,Karan Patel,Retail,15,20000,300000,234662.78,65337.22
1446,2025-07-28,South,India,Chennai,Furniture,Office Chair,Ananya Rao,Retail,7,5000,35000,28841.04,6158.96
1447,2025-07-26,South,India,Bengaluru,Electronics,Laptop,Amit Sharma,Retail,10,55000,550000,419578.95,130421.05
1448,2025-05-08,South,India,Bengaluru,Stationery,Printer Paper,Sneha Joshi,Retail,71,300,21300,17063.28,4236.72
1449,2025-08-26,East,India,Bhubaneswar,Furniture,Conference Table,Priya Mehta,Retail,7,40000,280000,177014.11,102985.89
1450,2025-04-01,South,India,Chennai,Electronics,Tablet,Ananya Rao,Corporate,16,20000,320000,233028.18,86971.82
1451,2025-12-19,South,India,Bengaluru,Stationery,Printer Paper,Vikram Singh,Retail,248,300,74400,46693.29,27706.71
1452,2025-04-20,West,India,Mumbai,Electronics,Laptop,Neha Gupta,Retail,6,55000,330000,266028.31,63971.69
1453,2025-12-16,East,India,Kolkata,Furniture,Conference Table,Sneha Joshi,Retail,14,40000,560000,394231.25,165768.75
1454,2025-11-08,South,India,Chennai,Furniture,Desk,Vikram Singh,Corporate,1,15000,15000,9256.97,5743.03
1455,2025-04-22,West,India,Pune,Stationery,Printer Paper,Vikram Singh,Corporate,109,300,32700,22487.77,10212.23
1456,2025-07-11,North,India,Chandigarh,Electronics,Laptop,Vikram Singh,Retail,17,55000,935000,794589.94,140410.06
1457,2025-11-24,West,India,Pune,Electronics,Laptop,Vikram Singh,Corporate,11,55000,605000,512137.52,92862.48
1458,2025-05-04,East,India,Kolkata,Electronics,Smartphone,Karan Patel,Corporate,5,30000,150000,105778.21,44221.79
1459,2025-06-01,South,India,Chennai,Furniture,Conference Table,Karan Patel,Corporate,1,40000,40000,29864.81,10135.19
1460,2025-10-20,West,India,Mumbai,Furniture,Conference Table,Ananya Rao,Retail,2,40000,80000,57992.57,22007.43
1461,2025-03-29,West,India,Mumbai,Furniture,Conference Table,Vikram Singh,Retail,12,40000,480000,337053.34,142946.66
1462,2025-10-14,West,India,Mumbai,Electronics,Smartphone,Ananya Rao,Retail,9,30000,270000,207240.12,62759.88
1463,2025-06-07,South,India,Chennai,Electronics,Tablet,Ananya Rao,Corporate,8,20000,160000,123722.08,36277.92
1464,2025-03-02,East,India,Bhubaneswar,Furniture,Desk,Amit Sharma,Retail,10,15000,150000,103369.23,46630.77
1465,2025-12-15,West,India,Pune,Electronics,Smartphone,Vikram Singh,Corporate,17,30000,510000,298831.84,211168.16
1466,2025-04-13,North,India,Chandigarh,Stationery,Printer Paper,Karan Patel,Corporate,238,300,71400,42499.67,28900.33
1467,2025-09-07,South,India,Chennai,Electronics,Tablet,Rahul Nair,Corporate,6,20000,120000,94041.88,25958.12
1468,2025-03-28,North,India,Delhi,Electronics,Laptop,Sneha Joshi,Retail,15,55000,825000,521448.15,303551.85
1469,2025-07-26,South,India,Chennai,Furniture,Desk,Sneha Joshi,Corporate,14,15000,210000,155409.72,54590.28
1470,2025-07-11,North,India,Delhi,Electronics,Laptop,Ananya Rao,Retail,18,55000,990000,603726.03,386273.97
1471,2025-05-08,North,India,Delhi,Furniture,Conference Table,Ananya Rao,Corporate,1,40000,40000,29520.24,10479.76
1472,2025-06-06,South,India,Bengaluru,Electronics,Laptop,Priya Mehta,Retail,13,55000,715000,501215.67,213784.33
1473,2025-11-02,East,India,Bhubaneswar,Electronics,Tablet,Karan Patel,Retail,15,20000,300000,230504.87,69495.13
1474,2025-03-26,East,India,Bhubaneswar,Furniture,Office Chair,Amit Sharma,Retail,12,5000,60000,46502.08,13497.92
1475,2025-01-12,South,India,Bengaluru,Furniture,Conference Table,Priya Mehta,Corporate,5,40000,200000,122671.41,77328.59
1476,2025-11-16,North,India,Delhi,Furniture,Office Chair,Amit Sharma,Retail,9,5000,45000,35161.87,9838.13
1477,2025-07-14,North,India,Delhi,Electronics,Laptop,Vikram Singh,Corporate,4,55000,220000,148507.19,71492.81
1478,2025-12-05,South,India,Bengaluru,Electronics,Smartphone,Vikram Singh,Retail,1,30000,30000,19210.05,10789.95
1479,2025-11-13,West,India,Mumbai,Stationery,Printer Paper,Vikram Singh,Retail,250,300,75000,43610.57,31389.43
1480,2025-05-15,North,India,Delhi,Furniture,Office Chair,Ananya Rao,Corporate,7,5000,35000,25644.52,9355.48
1481,2025-04-17,East,India,Bhubaneswar,Electronics,Smartphone,Ananya Rao,Retail,2,30000,60000,42866.5,17133.5
1482,2025-10-21,North,India,Chandigarh,Electronics,Laptop,Rahul Nair,Retail,3,55000,165000,135640.56,29359.44
1483,2025-11-26,North,India,Delhi,Furniture,Conference Table,Sneha Joshi,Corporate,4,40000,160000,131429.41,28570.59
1484,2025-03-31,East,India,Kolkata,Furniture,Office Chair,Vikram Singh,Corporate,2,5000,10000,5799.43,4200.57
1485,2025-01-24,East,India,Kolkata,Furniture,Office Chair,Rahul Nair,Retail,4,5000,20000,11569.99,8430.01
1486,2025-05-18,East,India,Kolkata,Electronics,Tablet,Ananya Rao,Corporate,15,20000,300000,250958.02,49041.98
1487,2025-08-22,South,India,Chennai,Electronics,Laptop,Karan Patel,Corporate,13,55000,715000,479103.67,235896.33
1488,2025-12-23,West,India,Mumbai,Furniture,Conference Table,Rahul Nair,Retail,6,40000,240000,140140.07,99859.93
1489,2025-12-14,West,India,Pune,Furniture,Desk,Rahul Nair,Corporate,16,15000,240000,189763.06,50236.94
1490,2025-03-08,East,India,Bhubaneswar,Furniture,Desk,Sneha Joshi,Retail,1,15000,15000,12131.59,2868.41
1491,2025-12-02,West,India,Pune,Furniture,Office Chair,Amit Sharma,Retail,2,5000,10000,5690.01,4309.99
1492,2025-11-13,East,India,Kolkata,Furniture,Desk,Karan Patel,Retail,17,15000,255000,192900.49,62099.51
1493,2025-10-13,West,India,Mumbai,Electronics,Tablet,Amit Sharma,Retail,13,20000,260000,154595.05,105404.95
1494,2025-02-08,West,India,Pune,Stationery,Printer Paper,Ananya Rao,Retail,146,300,43800,35514.12,8285.88
1495,2025-10-09,East,India,Bhubaneswar,Electronics,Tablet,Karan Patel,Retail,2,20000,40000,28083.15,11916.85
1496,2025-08-18,North,India,Delhi,Furniture,Office Chair,Sneha Joshi,Corporate,15,5000,75000,59278.38,15721.62
1497,2025-01-10,East,India,Kolkata,Electronics,Laptop,Karan Patel,Corporate,16,55000,880000,680743.09,199256.91
1498,2025-02-16,North,India,Chandigarh,Furniture,Desk,Neha Gupta,Corporate,18,15000,270000,148513.75,121486.25
1499,2025-08-21,East,India,Bhubaneswar,Electronics,Tablet,Sneha Joshi,Corporate,2,20000,40000,31799.06,8200.94
1500,2025-04-24,West,India,Mumbai,Electronics,Laptop,Ananya Rao,Corporate,4,55000,220000,171115.12,48884.88
1501,2025-02-24,East,India,Kolkata,Furniture,Desk,Rahul Nair,Corporate,17,15000,255000,168852.61,86147.39
1502,2025-07-29,South,India,Bengaluru,Stationery,Printer Paper,Vikram Singh,Retail,203,300,60900,47060.67,13839.33
1503,2025-04-08,South,India,Chennai,Electronics,Laptop,Priya Mehta,Corporate,13,55000,715000,439493.95,275506.05
1504,2025-08-19,North,India,Chandigarh,Furniture,Conference Table,Rahul Nair,Corporate,19,40000,760000,446093.98,313906.02
1505,2025-08-10,North,India,Chandigarh,Furniture,Desk,Rahul Nair,Retail,2,15000,30000,21479.04,8520.96
1506,2025-11-07,South,India,Chennai,Electronics,Laptop,Karan Patel,Corporate,13,55000,715000,534288.43,180711.57
1507,2025-05-31,South,India,Chennai,Electronics,Tablet,Rahul Nair,Retail,13,20000,260000,218160.3,41839.7
1508,2025-12-26,West,India,Pune,Furniture,Desk,Neha Gupta,Retail,17,15000,255000,163116.85,91883.15
1509,2025-12-11,South,India,Bengaluru,Furniture,Desk,Rahul Nair,Corporate,10,15000,150000,113397.51,36602.49
1510,2025-10-26,North,India,Chandigarh,Stationery,Printer Paper,Vikram Singh,Corporate,110,300,33000,23716.57,9283.43
1511,2025-03-16,North,India,Delhi,Furniture,Desk,Amit Sharma,Retail,4,15000,60000,33454.9,26545.1
1512,2025-05-27,East,India,Bhubaneswar,Stationery,Printer Paper,Rahul Nair,Retail,221,300,66300,39666.0,26634.0
1513,2025-08-20,East,India,Kolkata,Electronics,Smartphone,Neha Gupta,Corporate,18,30000,540000,302233.63,237766.37
1514,2025-01-25,South,India,Chennai,Furniture,Desk,Karan Patel,Corporate,10,15000,150000,113682.12,36317.88
1515,2025-05-09,East,India,Kolkata,Furniture,Desk,Sneha Joshi,Retail,2,15000,30000,16616.69,13383.31
1516,2025-11-05,East,India,Kolkata,Stationery,Printer Paper,Neha Gupta,Corporate,170,300,51000,36413.21,14586.79
1517,2025-03-30,West,India,Mumbai,Electronics,Smartphone,Karan Patel,Retail,3,30000,90000,54548.37,35451.63
1518,2025-03-24,West,India,Pune,Electronics,Tablet,Amit Sharma,Corporate,18,20000,360000,226537.88,133462.12
1519,2025-06-15,West,India,Mumbai,Furniture,Conference Table,Vikram Singh,Corporate,5,40000,200000,112396.44,87603.56
1520,2025-04-05,East,India,Kolkata,Electronics,Laptop,Rahul Nair,Corporate,11,55000,605000,428109.2,176890.8
1521,2025-04-20,West,India,Pune,Electronics,Laptop,Ananya Rao,Corporate,12,55000,660000,406797.22,253202.78
1522,2025-10-15,East,India,Kolkata,Electronics,Smartphone,Priya Mehta,Corporate,20,30000,600000,425489.8,174510.2
1523,2025-05-05,West,India,Mumbai,Electronics,Smartphone,Ananya Rao,Corporate,20,30000,600000,495349.31,104650.69
1524,2025-05-25,North,India,Delhi,Furniture,Office Chair,Ananya Rao,Corporate,9,5000,45000,32043.2,12956.8
1525,2025-04-09,West,India,Pune,Electronics,Laptop,Priya Mehta,Retail,10,55000,550000,450716.47,99283.53
1526,2025-11-17,South,India,Bengaluru,Stationery,Printer Paper,Neha Gupta,Retail,157,300,47100,33439.2,13660.8
1527,2025-12-26,West,India,Pune,Stationery,Printer Paper,Priya Mehta,Retail,46,300,13800,8441.1,5358.9
1528,2025-02-07,North,India,Delhi,Furniture,Office Chair,Rahul Nair,Corporate,11,5000,55000,30875.12,24124.88
1529,2025-07-28,North,India,Chandigarh,Furniture,Desk,Sneha Joshi,Corporate,8,15000,120000,98795.52,21204.48
1530,2025-03-02,West,India,Mumbai,Electronics,Tablet,Priya Mehta,Retail,1,20000,20000,13337.01,6662.99
1531,2025-12-18,North,India,Chandigarh,Electronics,Tablet,Priya Mehta,Corporate,17,20000,340000,197825.83,142174.17
1532,2025-01-16,West,India,Pune,Furniture,Office Chair,Rahul Nair,Retail,13,5000,65000,51781.39,13218.61
1533,2025-10-07,South,India,Chennai,Furniture,Conference Table,Rahul Nair,Corporate,13,40000,520000,410296.19,109703.81
1534,2025-03-14,East,India,Kolkata,Electronics,Laptop,Amit Sharma,Retail,18,55000,990000,804305.78,185694.22
1535,2025-06-06,West,India,Mumbai,Furniture,Desk,Ananya Rao,Retail,18,15000,270000,225205.33,44794.67
1536,2025-04-05,West,India,Mumbai,Furniture,Conference Table,Vikram Singh,Retail,17,40000,680000,403060.84,276939.16
1537,2025-10-09,North,India,Chandigarh,Electronics,Smartphone,Priya Mehta,Corporate,19,30000,570000,459234.94,110765.06
1538,2025-10-25,North,India,Chandigarh,Electronics,Tablet,Ananya Rao,Corporate,4,20000,80000,48738.02,31261.98
1539,2025-11-14,South,India,Bengaluru,Furniture,Conference Table,Neha Gupta,Corporate,8,40000,320000,185604.33,134395.67
1540,2025-06-06,West,India,Mumbai,Furniture,Office Chair,Ananya Rao,Corporate,11,5000,55000,40419.65,14580.35
1541,2025-04-24,West,India,Pune,Electronics,Smartphone,Vikram Singh,Corporate,1,30000,30000,19318.93,10681.07
1542,2025-08-25,South,India,Chennai,Furniture,Conference Table,Ananya Rao,Corporate,11,40000,440000,357880.93,82119.07
1543,2025-11-07,West,India,Mumbai,Furniture,Desk,Vikram Singh,Retail,4,15000,60000,36163.86,23836.14
1544,2025-01-10,South,India,Bengaluru,Electronics,Tablet,Karan Patel,Retail,3,20000,60000,46093.66,13906.34
1545,2025-10-04,North,India,Chandigarh,Furniture,Desk,Rahul Nair,Corporate,9,15000,135000,96260.51,38739.49
1546,2025-05-29,West,India,Mumbai,Electronics,Smartphone,Sneha Joshi,Retail,19,30000,570000,438881.79,131118.21
1547,2025-05-03,West,India,Mumbai,Electronics,Tablet,Rahul Nair,Corporate,17,20000,340000,188080.35,151919.65
1548,2025-12-04,South,India,Bengaluru,Electronics,Smartphone,Sneha Joshi,Corporate,19,30000,570000,475729.72,94270.28
1549,2025-05-16,North,India,Chandigarh,Electronics,Smartphone,Neha Gupta,Retail,16,30000,480000,297371.99,182628.01
1550,2025-08-21,South,India,Bengaluru,Furniture,Desk,Amit Sharma,Corporate,12,15000,180000,119957.03,60042.97
1551,2025-05-21,North,India,Chandigarh,Furniture,Conference Table,Rahul Nair,Corporate,17,40000,680000,503247.66,176752.34
1552,2025-02-09,West,India,Pune,Electronics,Tablet,Karan Patel,Retail,19,20000,380000,283480.37,96519.63
1553,2025-09-04,West,India,Mumbai,Electronics,Tablet,Rahul Nair,Corporate,12,20000,240000,167054.03,72945.97
1554,2025-05-24,South,India,Bengaluru,Electronics,Smartphone,Rahul Nair,Retail,3,30000,90000,63392.61,26607.39
1555,2025-03-02,South,India,Bengaluru,Electronics,Tablet,Karan Patel,Corporate,20,20000,400000,306076.33,93923.67
1556,2025-10-30,North,India,Delhi,Furniture,Office Chair,Karan Patel,Retail,16,5000,80000,55496.51,24503.49
1557,2025-03-24,South,India,Bengaluru,Electronics,Laptop,Amit Sharma,Retail,5,55000,275000,198562.64,76437.36
1558,2025-09-22,North,India,Chandigarh,Electronics,Smartphone,Amit Sharma,Corporate,9,30000,270000,223218.2,46781.8
1559,2025-08-30,North,India,Chandigarh,Electronics,Smartphone,Rahul Nair,Retail,15,30000,450000,329381.0,120619.0
1560,2025-04-04,West,India,Pune,Furniture,Desk,Rahul Nair,Corporate,5,15000,75000,59128.86,15871.14
1561,2025-07-13,West,India,Pune,Furniture,Desk,Rahul Nair,Retail,19,15000,285000,162636.07,122363.93
1562,2025-09-16,North,India,Chandigarh,Electronics,Smartphone,Rahul Nair,Retail,17,30000,510000,412017.53,97982.47
1563,2025-09-30,South,India,Bengaluru,Furniture,Office Chair,Priya Mehta,Corporate,20,5000,100000,72994.41,27005.59
1564,2025-12-14,South,India,Chennai,Furniture,Desk,Karan Patel,Corporate,18,15000,270000,215529.26,54470.74
1565,2025-09-04,North,India,Chandigarh,Furniture,Conference Table,Ananya Rao,Retail,17,40000,680000,461507.08,218492.92
1566,2025-04-30,West,India,Mumbai,Electronics,Smartphone,Vikram Singh,Corporate,9,30000,270000,187148.44,82851.56
1567,2025-01-04,East,India,Kolkata,Electronics,Smartphone,Amit Sharma,Corporate,1,30000,30000,22882.34,7117.66
1568,2025-02-24,South,India,Bengaluru,Furniture,Conference Table,Karan Patel,Corporate,11,40000,440000,295967.55,144032.45
1569,2025-07-07,East,India,Bhubaneswar,Stationery,Printer Paper,Karan Patel,Retail,157,300,47100,31889.92,15210.08
1570,2025-07-09,West,India,Pune,Furniture,Desk,Vikram Singh,Corporate,18,15000,270000,187579.89,82420.11
1571,2025-03-12,East,India,Kolkata,Stationery,Printer Paper,Neha Gupta,Corporate,200,300,60000,40166.34,19833.66
1572,2025-06-23,South,India,Bengaluru,Electronics,Laptop,Rahul Nair,Corporate,7,55000,385000,270463.68,114536.32
1573,2025-08-30,North,India,Chandigarh,Stationery,Printer Paper,Priya Mehta,Retail,43,300,12900,10281.0,2619.0
1574,2025-01-20,East,India,Bhubaneswar,Electronics,Smartphone,Karan Patel,Corporate,12,30000,360000,206644.29,153355.71
1575,2025-09-11,North,India,Chandigarh,Stationery,Printer Paper,Amit Sharma,Retail,229,300,68700,41397.34,27302.66
1576,2025-09-19,East,India,Kolkata,Electronics,Smartphone,Rahul Nair,Retail,2,30000,60000,47111.27,12888.73
1577,2025-02-14,East,India,Bhubaneswar,Electronics,Smartphone,Karan Patel,Corporate,1,30000,30000,25280.81,4719.19
1578,2025-01-08,West,India,Mumbai,Furniture,Office Chair,Priya Mehta,Corporate,19,5000,95000,57958.85,37041.15
1579,2025-04-10,East,India,Bhubaneswar,Electronics,Tablet,Karan Patel,Retail,9,20000,180000,111219.96,68780.04
1580,2025-10-14,East,India,Kolkata,Electronics,Smartphone,Vikram Singh,Corporate,14,30000,420000,294786.0,125214.0
1581,2025-10-03,North,India,Chandigarh,Stationery,Printer Paper,Sneha Joshi,Corporate,151,300,45300,37916.68,7383.32
1582,2025-08-23,West,India,Pune,Stationery,Printer Paper,Amit Sharma,Corporate,82,300,24600,19120.15,5479.85
1583,2025-04-23,North,India,Delhi,Electronics,Tablet,Ananya Rao,Corporate,3,20000,60000,39888.12,20111.88
1584,2025-05-15,East,India,Kolkata,Furniture,Desk,Vikram Singh,Retail,18,15000,270000,149287.58,120712.42
1585,2025-04-02,West,India,Pune,Furniture,Conference Table,Ananya Rao,Corporate,11,40000,440000,252035.8,187964.2
1586,2025-12-16,South,India,Bengaluru,Furniture,Desk,Sneha Joshi,Retail,9,15000,135000,81652.77,53347.23
1587,2025-04-16,South,India,Bengaluru,Furniture,Conference Table,Neha Gupta,Retail,8,40000,320000,259783.28,60216.72
1588,2025-02-10,East,India,Bhubaneswar,Electronics,Smartphone,Amit Sharma,Retail,4,30000,120000,70315.63,49684.37
1589,2025-10-22,West,India,Pune,Electronics,Tablet,Sneha Joshi,Retail,20,20000,400000,257850.03,142149.97
1590,2025-03-07,East,India,Kolkata,Furniture,Office Chair,Karan Patel,Corporate,8,5000,40000,31002.03,8997.97
1591,2025-12-18,North,India,Delhi,Furniture,Desk,Sneha Joshi,Retail,12,15000,180000,120260.71,59739.29
1592,2025-04-18,West,India,Pune,Electronics,Tablet,Priya Mehta,Corporate,1,20000,20000,11070.92,8929.08
1593,2025-05-15,East,India,Kolkata,Furniture,Desk,Vikram Singh,Corporate,9,15000,135000,81829.67,53170.33
1594,2025-04-18,East,India,Bhubaneswar,Electronics,Tablet,Ananya Rao,Corporate,6,20000,120000,83955.72,36044.28
1595,2025-03-09,West,India,Mumbai,Electronics,Tablet,Priya Mehta,Corporate,15,20000,300000,181190.03,118809.97
1596,2025-04-11,South,India,Bengaluru,Furniture,Desk,Rahul Nair,Corporate,14,15000,210000,169447.45,40552.55
1597,2025-11-19,North,India,Chandigarh,Electronics,Smartphone,Sneha Joshi,Corporate,14,30000,420000,293949.33,126050.67
1598,2025-02-20,East,India,Kolkata,Furniture,Desk,Amit Sharma,Retail,19,15000,285000,160829.15,124170.85
1599,2025-06-21,East,India,Bhubaneswar,Furniture,Office Chair,Ananya Rao,Corporate,4,5000,20000,13699.13,6300.87
1600,2025-06-29,East,India,Kolkata,Electronics,Tablet,Rahul Nair,Corporate,1,20000,20000,13470.57,6529.43
1601,2025-08-17,East,India,Kolkata,Electronics,Tablet,Karan Patel,Corporate,17,20000,340000,236724.36,103275.64
1602,2025-11-24,West,India,Pune,Furniture,Conference Table,Karan Patel,Corporate,5,40000,200000,162095.46,37904.54
1603,2025-06-10,North,India,Chandigarh,Electronics,Laptop,Vikram Singh,Corporate,6,55000,330000,215518.92,114481.08
1604,2025-07-05,West,India,Pune,Electronics,Tablet,Karan Patel,Retail,15,20000,300000,235287.66,64712.34
1605,2025-05-01,South,India,Chennai,Stationery,Printer Paper,Priya Mehta,Retail,25,300,7500,4406.34,3093.66
1606,2025-08-31,South,India,Bengaluru,Furniture,Office Chair,Amit Sharma,Corporate,4,5000,20000,11573.32,8426.68
1607,2025-02-13,North,India,Chandigarh,Electronics,Laptop,Vikram Singh,Retail,9,55000,495000,364038.17,130961.83
1608,2025-03-06,South,India,Bengaluru,Furniture,Conference Table,Rahul Nair,Retail,10,40000,400000,273179.25,126820.75
1609,2025-06-16,North,India,Chandigarh,Furniture,Conference Table,Sneha Joshi,Corporate,12,40000,480000,387893.11,92106.89
1610,2025-11-02,West,India,Pune,Electronics,Smartphone,Karan Patel,Corporate,18,30000,540000,325679.94,214320.06
1611,2025-02-15,East,India,Bhubaneswar,Furniture,Office Chair,Vikram Singh,Corporate,18,5000,90000,55632.47,34367.53
1612,2025-01-01,West,India,Mumbai,Electronics,Tablet,Ananya Rao,Corporate,5,20000,100000,64107.19,35892.81
1613,2025-09-09,West,India,Pune,Furniture,Desk,Vikram Singh,Retail,1,15000,15000,11344.96,3655.04
1614,2025-01-04,West,India,Pune,Stationery,Printer Paper,Neha Gupta,Corporate,94,300,28200,20560.65,7639.35
1615,2025-11-27,West,India,Pune,Furniture,Office Chair,Karan Patel,Retail,8,5000,40000,23959.23,16040.77
1616,2025-09-22,East,India,Bhubaneswar,Electronics,Laptop,Vikram Singh,Corporate,14,55000,770000,567949.62,202050.38
1617,2025-05-29,West,India,Mumbai,Electronics,Smartphone,Sneha Joshi,Corporate,3,30000,90000,54424.99,35575.01
1618,2025-06-14,East,India,Kolkata,Furniture,Conference Table,Rahul Nair,Retail,20,40000,800000,558079.04,241920.96
1619,2025-03-06,North,India,Chandigarh,Electronics,Smartphone,Amit Sharma,Retail,4,30000,120000,76156.12,43843.88
1620,2025-06-25,North,India,Chandigarh,Electronics,Smartphone,Vikram Singh,Corporate,1,30000,30000,20942.22,9057.78
1621,2025-03-16,East,India,Kolkata,Furniture,Office Chair,Vikram Singh,Corporate,2,5000,10000,6490.75,3509.25
1622,2025-05-09,North,India,Chandigarh,Furniture,Desk,Amit Sharma,Retail,16,15000,240000,145075.47,94924.53
1623,2025-01-18,South,India,Bengaluru,Furniture,Office Chair,Sneha Joshi,Retail,15,5000,75000,46811.15,28188.85
1624,2025-06-09,South,India,Chennai,Furniture,Office Chair,Rahul Nair,Retail,13,5000,65000,49038.13,15961.87
1625,2025-04-12,North,India,Chandigarh,Electronics,Tablet,Amit Sharma,Retail,16,20000,320000,237297.92,82702.08
1626,2025-03-27,North,India,Chandigarh,Electronics,Smartphone,Priya Mehta,Corporate,14,30000,420000,271888.7,148111.3
1627,2025-12-20,South,India,Chennai,Electronics,Laptop,Rahul Nair,Corporate,2,55000,110000,79675.54,30324.46
1628,2025-12-18,North,India,Chandigarh,Electronics,Smartphone,Amit Sharma,Retail,6,30000,180000,125995.64,54004.36
1629,2025-02-24,East,India,Kolkata,Furniture,Conference Table,Sneha Joshi,Retail,5,40000,200000,152079.69,47920.31
1630,2025-08-13,East,India,Kolkata,Furniture,Desk,Amit Sharma,Corporate,12,15000,180000,142498.37,37501.63
1631,2025-01-21,East,India,Bhubaneswar,Furniture,Conference Table,Sneha Joshi,Corporate,5,40000,200000,125041.77,74958.23
1632,2025-06-28,West,India,Pune,Electronics,Smartphone,Sneha Joshi,Corporate,19,30000,570000,345413.17,224586.83
1633,2025-06-01,South,India,Chennai,Electronics,Laptop,Ananya Rao,Corporate,17,55000,935000,557734.65,377265.35
1634,2025-04-05,North,India,Delhi,Stationery,Printer Paper,Ananya Rao,Retail,183,300,54900,38528.12,16371.88
1635,2025-10-03,East,India,Bhubaneswar,Furniture,Conference Table,Neha Gupta,Corporate,3,40000,120000,89698.42,30301.58
1636,2025-11-25,South,India,Chennai,Furniture,Desk,Priya Mehta,Retail,10,15000,150000,97017.0,52983.0
1637,2025-01-17,North,India,Delhi,Electronics,Laptop,Priya Mehta,Corporate,5,55000,275000,165987.7,109012.3
1638,2025-07-18,South,India,Chennai,Electronics,Laptop,Vikram Singh,Retail,2,55000,110000,79343.4,30656.6
1639,2025-01-07,East,India,Kolkata,Electronics,Smartphone,Sneha Joshi,Retail,20,30000,600000,459212.14,140787.86
1640,2025-10-13,West,India,Pune,Stationery,Printer Paper,Ananya Rao,Retail,183,300,54900,31194.73,23705.27
1641,2025-06-05,East,India,Kolkata,Furniture,Desk,Neha Gupta,Retail,2,15000,30000,23108.7,6891.3
1642,2025-04-08,North,India,Delhi,Furniture,Conference Table,Neha Gupta,Retail,8,40000,320000,227039.46,92960.54
1643,2025-10-23,West,India,Pune,Furniture,Conference Table,Sneha Joshi,Corporate,4,40000,160000,124781.6,35218.4
1644,2025-09-16,North,India,Chandigarh,Electronics,Smartphone,Rahul Nair,Corporate,6,30000,180000,128698.14,51301.86
1645,2025-06-16,East,India,Bhubaneswar,Electronics,Tablet,Karan Patel,Corporate,18,20000,360000,305078.0,54922.0
1646,2025-04-20,East,India,Bhubaneswar,Furniture,Desk,Vikram Singh,Corporate,8,15000,120000,86273.21,33726.79
1647,2025-01-18,West,India,Pune,Furniture,Office Chair,Amit Sharma,Retail,13,5000,65000,35753.81,29246.19
1648,2025-04-20,East,India,Bhubaneswar,Electronics,Laptop,Amit Sharma,Corporate,10,55000,550000,464925.08,85074.92
1649,2025-03-21,South,India,Bengaluru,Electronics,Laptop,Vikram Singh,Corporate,2,55000,110000,75692.2,34307.8
1650,2025-02-17,South,India,Chennai,Electronics,Smartphone,Neha Gupta,Retail,9,30000,270000,214197.01,55802.99
1651,2025-12-20,East,India,Kolkata,Stationery,Printer Paper,Vikram Singh,Retail,143,300,42900,25820.26,17079.74
1652,2025-06-21,West,India,Pune,Electronics,Laptop,Karan Patel,Corporate,2,55000,110000,90921.76,19078.24
1653,2025-12-01,North,India,Delhi,Stationery,Printer Paper,Karan Patel,Retail,217,300,65100,40232.8,24867.2
1654,2025-10-17,East,India,Kolkata,Furniture,Desk,Ananya Rao,Retail,2,15000,30000,19373.85,10626.15
1655,2025-11-01,South,India,Bengaluru,Electronics,Laptop,Neha Gupta,Corporate,13,55000,715000,601538.13,113461.87
1656,2025-06-22,East,India,Kolkata,Stationery,Printer Paper,Sneha Joshi,Retail,120,300,36000,21398.53,14601.47
1657,2025-08-11,West,India,Mumbai,Electronics,Tablet,Rahul Nair,Corporate,3,20000,60000,40173.49,19826.51
1658,2025-04-11,South,India,Bengaluru,Furniture,Office Chair,Neha Gupta,Retail,13,5000,65000,48468.84,16531.16
1659,2025-10-22,East,India,Kolkata,Stationery,Printer Paper,Priya Mehta,Corporate,130,300,39000,25233.92,13766.08
1660,2025-06-26,West,India,Mumbai,Electronics,Tablet,Vikram Singh,Retail,12,20000,240000,145715.26,94284.74
1661,2025-08-14,East,India,Kolkata,Furniture,Desk,Neha Gupta,Retail,15,15000,225000,165814.8,59185.2
1662,2025-01-28,East,India,Kolkata,Electronics,Smartphone,Rahul Nair,Corporate,3,30000,90000,52534.04,37465.96
1663,2025-08-30,North,India,Delhi,Electronics,Tablet,Ananya Rao,Retail,4,20000,80000,51322.83,28677.17
1664,2025-05-13,South,India,Chennai,Electronics,Smartphone,Rahul Nair,Retail,18,30000,540000,381769.07,158230.93
1665,2025-03-29,West,India,Mumbai,Furniture,Desk,Vikram Singh,Retail,17,15000,255000,143576.37,111423.63
1666,2025-01-05,East,India,Kolkata,Electronics,Laptop,Karan Patel,Corporate,15,55000,825000,615802.57,209197.43
1667,2025-11-29,East,India,Bhubaneswar,Stationery,Printer Paper,Neha Gupta,Corporate,47,300,14100,7835.7,6264.3
